Id,Category,Family,Type,Level,LocationType,X,Y,Z,StartX,StartY,StartZ,EndX,EndY,EndZ
447594, , , Title Only, , None, , , , , , , , , 
449941, , , Elevation Swing, , None, , , , , , , , , 
449942, , , Elevation Swing, , None, , , , , , , , , 
449943, , , Elevation Swing, , None, , , , , , , , , 
449944, , , Cabinet, , None, , , , , , , , , 
449945, , , Cabinet, , None, , , , , , , , , 
449946, , , Cabinet, , None, , , , , , , , , 
449947, Materials, , Cabinets, , None, , , , , , , , , 
449948, , , Plan Rep - Below, , None, , , , , , , , , 
449949, , , Plan Rep - Below, , None, , , , , , , , , 
449950, , , Plan Rep - Below, , None, , , , , , , , , 
449951, Materials, , Cabinets - Handles, , None, , , , , , , , , 
450615, , , Counter Top, , None, , , , , , , , , 
450616, , , Counter Top, , None, , , , , , , , , 
450617, , , Counter Top, , None, , , , , , , , , 
450618, , , Sink Opening, , None, , , , , , , , , 
450619, , , Sink Opening, , None, , , , , , , , , 
450620, , , Sink Opening, , None, , , , , , , , , 
450621, Materials, , Counter Top, , None, , , , , , , , , 
450622, Materials, , "Steel, Polished", , None, , , , , , , , , 
450627, , , Stainless - Polished, , None, , , , , , , , , 
450628, Material Assets, , Steel(1), , None, , , , , , , , , 
452418, , , Plan Rep - Above, , None, , , , , , , , , 
452419, , , Plan Rep - Above, , None, , , , , , , , , 
452420, , , Plan Rep - Above, , None, , , , , , , , , 
453621, Materials, , Metal Door - Brindle, , None, , , , , , , , , 
453631, , , Metal Door - Brindle (1), , None, , , , , , , , , 
459572, Materials, , Metal - Stainless Steel, , None, , , , , , , , , 
459573, , , Metal - Stainless Steel (1), , None, , , , , , , , , 
464671, Materials, , Textile - Slate Blue, , None, , , , , , , , , 
464672, Materials, , "Plastic, Opaque Black", , None, , , , , , , , , 
464675, , , Textile - Slate Blue (1), , None, , , , , , , , , 
464678, Material Assets, , Polyethylene HDPE, , None, , , , , , , , , 
464679, Material Assets, , Polyethylene - LDPE, , None, , , , , , , , , 
465404, Materials, , "Glass - White, High Luminance", , None, , , , , , , , , 
465406, Materials, , "Metal - Paint Finish - Ivory, Glossy", , None, , , , , , , , , 
465408, Electrical Demand Factor Definitions, , Lighting - Dwelling Unit, , None, , , , , , , , , 
465409, Electrical Load Classification Parameter Element, , Lighting - Dwelling Unit Demand Apparent Power, , None, , , , , , , , , 
465410, Electrical Load Classification Parameter Element, , Lighting - Dwelling Unit Connected Apparent Power, , None, , , , , , , , , 
465411, Electrical Load Classification Parameter Element, , Lighting - Dwelling Unit Estimated Demand Current, , None, , , , , , , , , 
465412, Electrical Load Classification Parameter Element, , Lighting - Dwelling Unit Connected Current, , None, , , , , , , , , 
465413, Electrical Load Classification Parameter Element, , Lighting - Dwelling Unit Demand Factor, , None, , , , , , , , , 
465414, Electrical Load Classification Parameter Element, , Actual Lighting - Dwelling Unit Load, , None, , , , , , , , , 
465415, Electrical Load Classifications, , Lighting - Dwelling Unit, , None, , , , , , , , , 
466339, Materials, , "Steel, Paint Finish, Dark Gray, Matte", , None, , , , , , , , , 
466349, , , Dark Gray, , None, , , , , , , , , 
467256, , , Overhead, , None, , , , , , , , , 
467257, , , Overhead, , None, , , , , , , , , 
467258, , , Overhead, , None, , , , , , , , , 
467259, Materials, , Trim, , None, , , , , , , , , 
467261, , , Trim (1), , None, , , , , , , , , 
467807, Materials, , Door - Frame, , None, , , , , , , , , 
467809, , , Door - Frame, , None, , , , , , , , , 
469165, , , Overhead Lines, , None, , , , , , , , , 
469168, , , Overhead Lines, , None, , , , , , , , , 
470591, Materials, , Appliance - Stainless Steel, , None, , , , , , , , , 
470593, Material Assets, , Stainless Steel(1), , None, , , , , , , , , 
470597, Electrical Load Classifications, , Appliance, , None, , , , , , , , , 
470598, Electrical Load Classification Parameter Element, , Appliance Connected Apparent Power, , None, , , , , , , , , 
470599, Electrical Load Classification Parameter Element, , Appliance Demand Apparent Power, , None, , , , , , , , , 
470600, Electrical Load Classification Parameter Element, , Appliance Connected Current, , None, , , , , , , , , 
470601, Electrical Load Classification Parameter Element, , Appliance Estimated Demand Current, , None, , , , , , , , , 
470602, Electrical Load Classification Parameter Element, , Appliance Demand Factor, , None, , , , , , , , , 
470603, Electrical Load Classification Parameter Element, , Actual Appliance Load, , None, , , , , , , , , 
470604, Materials, , Appliance - Gasket, , None, , , , , , , , , 
470605, , , Smooth - White, , None, , , , , , , , , 
470606, , , Appliances, , None, , , , , , , , , 
470607, , , Appliances, , None, , , , , , , , , 
470608, , , Appliances - Plan Swing, , None, , , , , , , , , 
470609, , , Appliances - Plan Swing, , None, , , , , , , , , 
470611, Materials, , Appliance - Steel - Black, , None, , , , , , , , , 
472710, Materials, , Metal - Steel, , None, , , , , , , , , 
472711, , , Elevator, , None, , , , , , , , , 
472712, , , Elevator, , None, , , , , , , , , 
472714, , , Metal - Steel (1), , None, , , , , , , , , 
473423, Materials, , "Metal - Paint Finish - Indian Red, Matte", , None, , , , , , , , , 
473424, , , "Metal - Paint Finish - Indian Red, Matte", , None, , , , , , , , , 
473950, , , Toilet Accessories, , None, , , , , , , , , 
473951, , , Toilet Accessories, , None, , , , , , , , , 
510933, Schedules, , Door Schedule, , None, , , , , , , , , 
510934, , , Door Schedule, , None, , , , , , , , , 
510936, , , Door Schedule, , None, , , , , , , , , 
510941, Schedules, , Window Schedule, , None, , , , , , , , , 
510942, , , Window Schedule, , None, , , , , , , , , 
510944, , , Window Schedule, , None, , , , , , , , , 
510945, , , Door Schedule, , None, , , , , , , , , 
510946, , , , , None, , , , , , , , , 
510947, , , Door Schedule, , None, , , , , , , , , 
510948, , , Door Schedule, , None, , , , , , , , , 
510953, , , Window Schedule, , None, , , , , , , , , 
510954, , , , , None, , , , , , , , , 
510955, , , Window Schedule, , None, , , , , , , , , 
510956, , , Window Schedule, , None, , , , , , , , , 
510957, , , Material, , None, , , , , , , , , 
510958, , , , , None, , , , , , , , , 
510959, , , Under Cut, , None, , , , , , , , , 
510960, , , , , None, , , , , , , , , 
510961, , , Hardware, , None, , , , , , , , , 
510962, , , , , None, , , , , , , , , 
510963, , , Frame Finish, , None, , , , , , , , , 
510964, , , , , None, , , , , , , , , 
510965, , , Jamb, , None, , , , , , , , , 
510966, , , , , None, , , , , , , , , 
510967, , , Head, , None, , , , , , , , , 
510968, , , , , None, , , , , , , , , 
510969, , , Finish, , None, , , , , , , , , 
510970, , , , , None, , , , , , , , , 
510971, , , Sill, , None, , , , , , , , , 
510972, , , , , None, , , , , , , , , 
510973, , , Glazing Thickness, , None, , , , , , , , , 
510974, , , , , None, , , , , , , , , 
510975, , , Glazing Type, , None, , , , , , , , , 
510976, , , , , None, , , , , , , , , 
510977, , , Ceiling Height, , None, , , , , , , , , 
510978, , , , , None, , , , , , , , , 
510979, , , , , None, , , , , , , , , 
510980, , , , , None, , , , , , , , , 
510981, , , , , None, , , , , , , , , 
510982, , , , , None, , , , , , , , , 
511273, , , Door Schedule, , None, , , , , , , , , 
511275, , , Window Schedule, , None, , , , , , , , , 
511276, , , Door Schedule, , None, , , , , , , , , 
511277, , , Door Schedule, , None, , , , , , , , , 
511280, , , , , None, , , , , , , , , 
511281, , , Schedule Titles, , None, , , , , , , , , 
511282, , , Schedule Titles, , None, , , , , , , , , 
511284, , , , , None, , , , , , , , , 
511285, , , Schedule Headers, , None, , , , , , , , , 
511286, , , Schedule Headers, , None, , , , , , , , , 
511288, , , Window Schedule, , None, , , , , , , , , 
511289, Schedules, , Schedule Typical, , None, , , , , , , , , 
511290, , , Schedule Typical, , None, , , , , , , , , 
511291, , , , , None, , , , , , , , , 
511292, , , Schedule Typical, , None, , , , , , , , , 
511293, , , Schedule Typical, , None, , , , , , , , , 
511294, , , Schedule Typical, , None, , , , , , , , , 
511295, , , Schedule Typical, , None, , , , , , , , , 
511296, , , Door Schedule, , None, , , , , , , , , 
511298, , , Window Schedule, , None, , , , , , , , , 
511540, Views, , Symbols, , None, , , , , , , , , 
511541, , , ExtentElem, , None, , , , , , , , , 
511542, , , Symbols, , None, , , , , , , , , 
511544, , , Symbols, , None, , , , , , , , , 
511546, , , Symbols, , None, , , , , , , , , 
511547, Reference Planes, , Reference Plane, , None, , , , , , , , , 
511548, Reference Planes, , Reference Plane, , None, , , , , , , , , 
511567, Text Notes, , "1/4"" Trebuchet MS", , None, , , , , , , , , 
511574, Lines, , Detail Lines, , Curve, , , , -0.0000, -0.4451, 0.0000, 11.2776, -0.4451, 0.0000
511617, Reference Planes, , Reference Plane, , None, , , , , , , , , 
511648, Reference Planes, , Reference Plane, , None, , , , , , , , , 
511686, Reference Planes, , Reference Plane, , None, , , , , , , , , 
511706, Reference Planes, , Reference Plane, , None, , , , , , , , , 
511708, Reference Planes, , Reference Plane, , None, , , , , , , , , 
511710, Reference Planes, , Reference Plane, , None, , , , , , , , , 
511712, Reference Planes, , Reference Plane, , None, , , , , , , , , 
511714, Reference Planes, , Reference Plane, , None, , , , , , , , , 
511716, Reference Planes, , Reference Plane, , None, , , , , , , , , 
511718, Reference Planes, , Reference Plane, , None, , , , , , , , , 
511720, Reference Planes, , Reference Plane, , None, , , , , , , , , 
511722, Reference Planes, , Reference Plane, , None, , , , , , , , , 
511724, Reference Planes, , Reference Plane, , None, , , , , , , , , 
511726, Reference Planes, , Reference Plane, , None, , , , , , , , , 
511728, Reference Planes, , Reference Plane, , None, , , , , , , , , 
511730, Reference Planes, , Reference Plane, , None, , , , , , , , , 
511732, Reference Planes, , Reference Plane, , None, , , , , , , , , 
511734, Reference Planes, , Reference Plane, , None, , , , , , , , , 
511736, Reference Planes, , Reference Plane, , None, , , , , , , , , 
511738, Reference Planes, , Reference Plane, , None, , , , , , , , , 
511740, Reference Planes, , Reference Plane, , None, , , , , , , , , 
511753, Callout Heads, Callout Head, Callout Head, , Point, 0.9095, -1.3629, 0.0000, , , , , , 
511822, Generic Annotations, Centerline, Centerline, , Point, 0.9144, -2.2739, 0.0000, , , , , , 
511826, Elevation Marks, Elevation Mark Body_Circle, Detail Number, , Point, 0.9144, -3.1883, 0.0000, , , , , , 
511827, Elevation Marks, Elevation Mark Pointer_Circle, Detail Number, , Point, 0.9144, -3.1883, 0.0000, , , , , , 
511828, Elevation Marks, Elevation Mark Pointer_Circle, Detail Number, , Point, 0.9144, -3.1883, 0.0000, , , , , , 
511829, Elevation Marks, Elevation Mark Pointer_Circle, Detail Number, , Point, 0.9144, -3.1883, 0.0000, , , , , , 
511830, Elevation Marks, Elevation Mark Pointer_Circle, Detail Number, , Point, 0.9144, -3.1883, 0.0000, , , , , , 
511915, Elevation Marks, Elevation Mark Body_Circle, Filled Arrow, , Point, 2.7686, -3.1883, 0.0000, , , , , , 
511916, Elevation Marks, Elevation Mark Pointer_Circle, Filled Arrow, , Point, 2.7686, -3.1883, 0.0000, , , , , , 
511917, Elevation Marks, Elevation Mark Pointer_Circle, Filled Arrow, , Point, 2.7686, -3.1883, 0.0000, , , , , , 
511918, Elevation Marks, Elevation Mark Pointer_Circle, Filled Arrow, , Point, 2.7686, -3.1883, 0.0000, , , , , , 
511919, Elevation Marks, Elevation Mark Pointer_Circle, Filled Arrow, , Point, 2.7686, -3.1883, 0.0000, , , , , , 
511931, Elevation Marks, Elevation Mark Body_Circle, Detail Number and View Name, , Point, 4.6228, -3.1883, 0.0000, , , , , , 
511932, Elevation Marks, Elevation Mark Pointer_Circle, Detail Number and View Name, , Point, 4.6228, -3.1883, 0.0000, , , , , , 
511933, Elevation Marks, Elevation Mark Pointer_Circle, Detail Number and View Name, , Point, 4.6228, -3.1883, 0.0000, , , , , , 
511934, Elevation Marks, Elevation Mark Pointer_Circle, Detail Number and View Name, , Point, 4.6228, -3.1883, 0.0000, , , , , , 
511935, Elevation Marks, Elevation Mark Pointer_Circle, Detail Number and View Name, , Point, 4.6228, -3.1883, 0.0000, , , , , , 
511937, Elevation Marks, Elevation Mark Body_Circle, Filled Arrow and View Name, , Point, 6.4770, -3.1883, 0.0000, , , , , , 
511938, Elevation Marks, Elevation Mark Pointer_Circle, Filled Arrow and View Name, , Point, 6.4770, -3.1883, 0.0000, , , , , , 
511939, Elevation Marks, Elevation Mark Pointer_Circle, Filled Arrow and View Name, , Point, 6.4770, -3.1883, 0.0000, , , , , , 
511940, Elevation Marks, Elevation Mark Pointer_Circle, Filled Arrow and View Name, , Point, 6.4770, -3.1883, 0.0000, , , , , , 
511941, Elevation Marks, Elevation Mark Pointer_Circle, Filled Arrow and View Name, , Point, 6.4770, -3.1883, 0.0000, , , , , , 
511974, Elevation Marks, Elevation Mark Body_Circle_Single, Filled Arrow, , Point, 0.9144, -5.0171, 0.0000, , , , , , 
511979, Elevation Marks, Elevation Mark Body_Circle_Single, Open Arrow, , Point, 2.7686, -5.0171, 0.0000, , , , , , 
511984, Elevation Marks, Elevation Mark Body_Circle_Single, Filled Arrow and View Name, , Point, 4.6228, -5.0171, 0.0000, , , , , , 
511989, Elevation Marks, Elevation Mark Body_Circle_Single, Open Arrow and View Name, , Point, 6.4770, -5.0171, 0.0000, , , , , , 
511998, Elevation Marks, Elevation Mark Pointer_Circle_Single, Filled Arrow, , Point, 0.9144, -5.0171, 0.0000, , , , , , 
511999, Elevation Marks, Elevation Mark Pointer_Circle_Single, Open Arrow, , Point, 2.7686, -5.0171, 0.0000, , , , , , 
512000, Elevation Marks, Elevation Mark Pointer_Circle_Single, Filled Arrow and View Name, , Point, 4.6228, -5.0171, 0.0000, , , , , , 
512001, Elevation Marks, Elevation Mark Pointer_Circle_Single, Open Arrow and View Name, , Point, 6.4770, -5.0171, 0.0000, , , , , , 
512023, Elevation Marks, Elevation Mark Pointer_Circle, Detail Number, , Point, 0.9144, -8.6747, 0.0000, , , , , , 
512024, Elevation Marks, Elevation Mark Pointer_Circle, Filled Arrow, , Point, 2.7686, -8.6747, 0.0000, , , , , , 
512025, Elevation Marks, Elevation Mark Pointer_Circle, Detail Number and View Name, , Point, 4.6228, -8.6747, 0.0000, , , , , , 
512026, Elevation Marks, Elevation Mark Pointer_Circle, Filled Arrow and View Name, , Point, 6.4770, -8.6747, 0.0000, , , , , , 
512121, Elevation Marks, Elevation Mark Pointer_Circle_Single, Filled Arrow, , Point, 0.9144, -10.5035, 0.0000, , , , , , 
512122, Elevation Marks, Elevation Mark Pointer_Circle_Single, Open Arrow, , Point, 2.7686, -10.5035, 0.0000, , , , , , 
512123, Elevation Marks, Elevation Mark Pointer_Circle_Single, Filled Arrow and View Name, , Point, 4.6228, -10.5035, 0.0000, , , , , , 
512124, Elevation Marks, Elevation Mark Pointer_Circle_Single, Open Arrow and View Name, , Point, 6.4770, -10.5035, 0.0000, , , , , , 
512172, Room Tags, Room Tag, Room Tag, , Point, 0.9174, -13.1714, 0.0000, , , , , , 
512227, Room Tags, Room Tag, Room Tag With Area, , Point, 2.4414, -13.1714, 0.0000, , , , , , 
512234, Room Tags, Room Tag, Room Tag With Volume, , Point, 3.9654, -13.1714, 0.0000, , , , , , 
512241, Grid Heads, Grid Head - Circle, Grid Head - Circle, , Point, 0.9211, -14.1650, 0.0000, , , , , , 
512245, Level Heads, Level Head - Circle, Level Head - Circle, , Point, 0.9144, -15.0755, 0.0000, , , , , , 
512286, Grid Heads, Grid Head - No Bubble, Grid Head - No Bubble, , Point, 3.0547, -14.1650, 0.0000, , , , , , 
512287, Level Heads, Level Head - No Bubble, Level Head - No Bubble, , Point, 3.0480, -15.0755, 0.0000, , , , , , 
512300, Generic Annotations, North Arrow 2, North Arrow 2, , Point, 0.9144, -15.9899, 0.0000, , , , , , 
512304, Revision Cloud Tags, Revision Tag, Revision Tag, , Point, 0.9095, -16.9035, 0.0000, , , , , , 
512308, Section Marks, Section Head - Filled, Section Head - Filled, , Point, 1.2192, -17.8187, 0.0000, , , , , , 
512329, Reference Planes, , Reference Plane, , None, , , , , , , , , 
512331, Reference Planes, , Reference Plane, , None, , , , , , , , , 
512333, Reference Planes, , Reference Plane, , None, , , , , , , , , 
512335, Reference Planes, , Reference Plane, , None, , , , , , , , , 
512337, Reference Planes, , Reference Plane, , None, , , , , , , , , 
512339, Reference Planes, , Reference Plane, , None, , , , , , , , , 
512341, Reference Planes, , Reference Plane, , None, , , , , , , , , 
512386, Section Marks, Section Head - no arrow, Section Head - no arrow, , Point, 1.2192, -18.7331, 0.0000, , , , , , 
512393, Section Marks, Section Head - Open, Section Head - Open, , Point, 1.2192, -19.6475, 0.0000, , , , , , 
512421, Section Marks, Section Tail - Filled, "1/16"" x 1/8""", , Point, 0.9525, -20.5619, 0.0000, , , , , , 
512422, Section Marks, Section Tail - Filled Horizontal, "1/2"" x 3/16""", , Point, 1.2192, -21.4763, 0.0000, , , , , , 
512448, Section Marks, Section Tail - Filled, "3/16"" x 1/2""", , Point, 2.4765, -20.5619, 0.0000, , , , , , 
512449, Section Marks, Section Tail - Filled Horizontal, "3/8"" x 3/32""", , Point, 2.7432, -21.4763, 0.0000, , , , , , 
512456, Section Marks, Section Tail - Filled, "3/32"" x 3/8""", , Point, 4.0005, -20.5619, 0.0000, , , , , , 
512464, Spot Elevation Symbols, Spot Elevation - Crosshair, Spot Elevation - Crosshair, , Point, 0.9144, -22.3907, 0.0000, , , , , , 
512468, Spot Elevation Symbols, Spot Elevation - Target Filled, Spot Elevation - Target Filled, , Point, 0.9144, -23.3051, 0.0000, , , , , , 
512472, View Reference, View Reference, View Reference, , Point, 0.9170, -24.2178, 0.0000, , , , , , 
512476, View Titles, View Title, View Title, , Point, 0.9144, -25.1335, 0.0000, , , , , , 
521483, , , Electrical Analytical Transformer, , None, , , , , , , , , 
521484, , , Analytical Feeder, , None, , , , , , , , , 
521485, , , Electrical Analytical Load Set, , None, , , , , , , , , 
521486, , , Local Coordinate System, , None, , , , , , , , , 
521487, , , Local Coordinate System, , None, , , , , , , , , 
521488, , , Cross Section, , None, , , , , , , , , 
521489, , , Analytical Openings, , None, , , , , , , , , 
521490, , , Analytical Opening Tags, , None, , , , , , , , , 
521491, , , Analytical Panels, , None, , , , , , , , , 
521492, , , Analytical Panel Tags, , None, , , , , , , , , 
521493, Materials, , Analytical Panels, , None, , , , , , , , , 
521494, , , Analytical Panels, , None, , , , , , , , , 
521495, , , Boundary, , None, , , , , , , , , 
521496, , , Interior Fill, , None, , , , , , , , , 
521497, , , Reference Lines, , None, , , , , , , , , 
521498, , , Interior Fill, , None, , , , , , , , , 
521499, , , Reference Lines, , None, , , , , , , , , 
521500, , , Area Based Load Tags, , None, , , , , , , , , 
521501, , , Furniture, , None, , , , , , , , , 
521502, , , <Hidden Lines>, , None, , , , , , , , , 
521503, , , Overhead Lines, , None, , , , , , , , , 
521507, , , Furniture Systems, , None, , , , , , , , , 
521508, , , <Hidden Lines>, , None, , , , , , , , , 
521509, , , Specialty Equipment, , None, , , , , , , , , 
521510, , , <Hidden Lines>, , None, , , , , , , , , 
521511, , , Appliances, , None, , , , , , , , , 
521512, , , Appliances - Plan Swing, , None, , , , , , , , , 
521513, , , Elevator, , None, , , , , , , , , 
521514, , , Toilet Accessories, , None, , , , , , , , , 
521515, , , Plumbing Fixtures, , None, , , , , , , , , 
521516, , , <Hidden Lines>, , None, , , , , , , , , 
521517, , , , , None, , , , , , , , , 
521518, , , Mechanical Control Devices, , None, , , , , , , , , 
521519, , , Mechanical Control Device Tags, , None, , , , , , , , , 
521520, , , <Hidden Lines>, , None, , , , , , , , , 
521521, , , Plumbing Equipment, , None, , , , , , , , , 
521522, , , Plumbing Equipment Tags, , None, , , , , , , , , 
521523, , , <Hidden Lines>, , None, , , , , , , , , 
521524, , , MEP Ancillary Framing, , None, , , , , , , , , 
521525, , , MEP Ancillary Framing Tags, , None, , , , , , , , , 
521526, , , MEP Fabrication Ductwork Stiffeners, , None, , , , , , , , , 
521527, , , MEP Fabrication Ductwork Stiffener Tags, , None, , , , , , , , , 
521528, , , Model Group Tags, , None, , , , , , , , , 
521529, , , RVT Link Tags, , None, , , , , , , , , 
521530, , , Fascia Tags, , None, , , , , , , , , 
521531, , , Column Tags, , None, , , , , , , , , 
521532, , , Entourage Tags, , None, , , , , , , , , 
521533, , , Gutter Tags, , None, , , , , , , , , 
521534, , , Handrail Tags, , None, , , , , , , , , 
521535, , , Pad Tags, , None, , , , , , , , , 
521536, , , Ramp Tags, , None, , , , , , , , , 
521537, , , Roof Soffit Tags, , None, , , , , , , , , 
521538, , , Slab Edge Tags, , None, , , , , , , , , 
521539, , , Top Rail Tags, , None, , , , , , , , , 
521540, , , Wall Sweep Tags, , None, , , , , , , , , 
521541, , , Toposolid, , None, , , , , , , , , 
521542, , , Toposolid, , None, , , , , , , , , 
521543, , , <Hidden Lines>, , None, , , , , , , , , 
521544, , , <Hidden Lines>, , None, , , , , , , , , 
521545, , , Primary Contours, , None, , , , , , , , , 
521546, , , Primary Contours, , None, , , , , , , , , 
521547, , , Secondary Contours, , None, , , , , , , , , 
521548, , , Secondary Contours, , None, , , , , , , , , 
521549, , , Folding Lines, , None, , , , , , , , , 
521550, , , Folding Lines, , None, , , , , , , , , 
521551, , , Split Lines, , None, , , , , , , , , 
521552, , , Split Lines, , None, , , , , , , , , 
521553, , , Common Edges, , None, , , , , , , , , 
521554, , , Common Edges, , None, , , , , , , , , 
521555, , , Cut Pattern, , None, , , , , , , , , 
521556, , , Cut Pattern, , None, , , , , , , , , 
521557, , , Membrane Layer, , None, , , , , , , , , 
521558, , , Membrane Layer, , None, , , , , , , , , 
521559, , , Structure, , None, , , , , , , , , 
521560, , , Structure, , None, , , , , , , , , 
521561, , , Substrate, , None, , , , , , , , , 
521562, , , Substrate, , None, , , , , , , , , 
521563, , , Finish 1, , None, , , , , , , , , 
521564, , , Finish 1, , None, , , , , , , , , 
521565, , , Finish 2, , None, , , , , , , , , 
521566, , , Finish 2, , None, , , , , , , , , 
521567, , , Surface Pattern, , None, , , , , , , , , 
521568, , , Surface Pattern, , None, , , , , , , , , 
521569, , , Thermal/Air Layer, , None, , , , , , , , , 
521570, , , Thermal/Air Layer, , None, , , , , , , , , 
521571, , , Toposolid Tags, , None, , , , , , , , , 
521572, , , Toposolid opening cut, , None, , , , , , , , , 
521573, , , Toposolid opening cut, , None, , , , , , , , , 
521574, , , Toposolid Links, , None, , , , , , , , , 
521575, , , CoordinationManager, , None, , , , , , , , , 
521576, Materials, , Electrical Analytical Loads, , None, , , , , , , , , 
521577, , , Electrical Analytical Loads, , None, , , , , , , , , 
521578, , , Split Lines, , None, , , , , , , , , 
521579, , , Split Lines, , None, , , , , , , , , 
521580, , , Bridge Cross Bracing Tags, , None, , , , , , , , , 
521581, , , Bridge Diaphragm Tags, , None, , , , , , , , , 
521582, , , Bridge Truss Tags, , None, , , , , , , , , 
521583, , , Vibration Management Tags, , None, , , , , , , , , 
521986, , , Angled Step, , None, , , , , , , , , 
522297, , , Angled Step, , None, , , , , , , , , 
522311, , , Angled Step, , None, , , , , , , , , 
525571, , , C Shapes-Profile, , None, , , , , , , , , 
525869, , , C Shapes-Profile, , None, , , , , , , , , 
525883, , , C9X15, , None, , , , , , , , , 
551775, , , Elliptical Handrail, , None, , , , , , , , , 
552072, , , Elliptical Handrail, , None, , , , , , , , , 
552088, , , "1 1/2"" x 1 1/8""", , None, , , , , , , , , 
552089, , , Fascia-Flat, , None, , , , , , , , , 
552330, , , Fascia-Flat, , None, , , , , , , , , 
552344, , , 1x4, , None, , , , , , , , , 
552345, , , 1x12, , None, , , , , , , , , 
552346, , , 1x10, , None, , , , , , , , , 
552347, , , 1x6, , None, , , , , , , , , 
552348, , , 1x8, , None, , , , , , , , , 
553135, , , Form Deck_Non-Composite, , None, , , , , , , , , 
553410, , , Form Deck_Non-Composite, , None, , , , , , , , , 
553427, , , "2"" x 6""", , None, , , , , , , , , 
554454, , , Gutter Profile-Bevel, , None, , , , , , , , , 
554727, , , Gutter Profile-Bevel, , None, , , , , , , , , 
554741, , , "6"" x 5""", , None, , , , , , , , , 
554742, , , "6"" x 4""", , None, , , , , , , , , 
554743, , , "5"" x 6""", , None, , , , , , , , , 
554744, , , "4"" x 5""", , None, , , , , , , , , 
554745, , , "4"" x 4""", , None, , , , , , , , , 
554746, , , "5"" x 5""", , None, , , , , , , , , 
554747, , , "6"" x 6""", , None, , , , , , , , , 
556459, , , Notch, , None, , , , , , , , , 
556776, , , Notch, , None, , , , , , , , , 
556790, , , Notch, , None, , , , , , , , , 
558023, , , Parapet Cap-Precast, , None, , , , , , , , , 
558274, , , Parapet Cap-Precast, , None, , , , , , , , , 
558289, , , "16"" Wide", , None, , , , , , , , , 
558290, , , "14"" Wide", , None, , , , , , , , , 
558291, , , "26"" Wide", , None, , , , , , , , , 
558292, , , "20"" Wide", , None, , , , , , , , , 
560013, , , Reveal-Brick Course, , None, , , , , , , , , 
560255, , , Reveal-Brick Course, , None, , , , , , , , , 
560274, , , 3 Bricks, , None, , , , , , , , , 
560275, , , 2 Bricks, , None, , , , , , , , , 
560276, , , 1 Brick, , None, , , , , , , , , 
562955, , , Sill-Precast, , None, , , , , , , , , 
563197, , , Sill-Precast, , None, , , , , , , , , 
563212, , , "5"" Wide", , None, , , , , , , , , 
563213, , , "12"" Wide", , None, , , , , , , , , 
563214, , , "8"" Wide", , None, , , , , , , , , 
563982, , , Slab Edge-Thickened, , None, , , , , , , , , 
564226, , , Slab Edge-Thickened, , None, , , , , , , , , 
564240, , , "36"" x 18""", , None, , , , , , , , , 
564241, , , "24"" x 12""", , None, , , , , , , , , 
564242, , , "36"" x 12""", , None, , , , , , , , , 
564724, , , Square Handrail, , None, , , , , , , , , 
565031, , , Square Handrail, , None, , , , , , , , , 
565044, , , "1""", , None, , , , , , , , , 
565292, , , Stair Tread, , None, , , , , , , , , 
565612, , , Stair Tread, , None, , , , , , , , , 
565626, , , Stair Tread, , None, , , , , , , , , 
577653, , , Wall Sweep-Brick Soldier Course, , None, , , , , , , , , 
577894, , , Wall Sweep-Brick Soldier Course, , None, , , , , , , , , 
577912, , , 3 Bricks, , None, , , , , , , , , 
577913, , , 2 Bricks, , None, , , , , , , , , 
577914, , , 1 Brick, , None, , , , , , , , , 
593446, Materials, , "Steel, Paint Finish, Dark Gray", , None, , , , , , , , , 
593447, , , Paint - Enamel Glossy (Dark Grey), , None, , , , , , , , , 
593495, , , , , None, , , , , , , , , 
593496, , , Level 1, , None, , , , , , , , , 
593497, , , Level 1, , None, , , , , , , , , 
593498, , , , , None, , , , , , , , , 
593499, , , Level 1, , None, , , , , , , , , 
598722, , , EnscapeAssetId, , None, , , , , , , , , 
598723, , , EnscapeAssetSource, , None, , , , , , , , , 
600168, , , L1, , None, , , , , , , , , 
600169, Sheets, , Architectural Floor Plans, , None, , , , , , , , , 
600170, , , Architectural Floor Plans, , None, , , , , , , , , 
600172, , , A102 - Architectural Floor Plans, , None, , , , , , , , , 
600173, , , Architectural Floor Plans, , None, , , , , , , , , 
600174, Title Blocks, E1 30 x 42 Horizontal, E1 30 x 42 Horizontal, , Point, 0.0000, 0.0000, 0.0000, , , , , , 
600175, Viewports, , Title w Line, , None, , , , , , , , , 
600219, , , L1, , None, , , , , , , , , 
600220, Sheets, , Architectural Building Elevations, , None, , , , , , , , , 
600221, , , Architectural Building Elevations, , None, , , , , , , , , 
600223, , , A201 - Architectural Building Elevations, , None, , , , , , , , , 
600224, , , Architectural Building Elevations, , None, , , , , , , , , 
600225, Title Blocks, E1 30 x 42 Horizontal, E1 30 x 42 Horizontal, , Point, 0.0000, 0.0000, 0.0000, , , , , , 
600226, Viewports, , Title w Line, , None, , , , , , , , , 
600255, Sheets, , Architectural Building Elevations, , None, , , , , , , , , 
600256, , , Architectural Building Elevations, , None, , , , , , , , , 
600258, , , A202 - Architectural Building Elevations, , None, , , , , , , , , 
600259, , , Architectural Building Elevations, , None, , , , , , , , , 
